title,price,area_sqm,bedrooms,bathrooms,property_type,furnishing,location,description,url,scraped_at,source,price_per_sqm,log_price,city
Studio in Cairo,462692,60,0,1,Studio,Furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 60 sqm. Furnished.",https://example.com/property/338,2026-05-04T18:39:28.476587,sample,7711.533333333334,13.044819046187612,Cairo
Villa in Giza,5441845,191,6,7,Villa,Unfurnished,Giza,"Beautiful villa in Giza. 6 bedrooms, 7 bathrooms, 191 sqm. Unfurnished.",https://example.com/property/339,2026-05-04T18:39:28.476590,sample,28491.33507853403,15.509628899505222,Giza
Studio in Giza,432773,41,0,1,Studio,Furnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 41 sqm. Furnished.",https://example.com/property/340,2026-05-04T18:39:28.476592,sample,10555.439024390244,12.977970930772743,Giza
Villa in Alexandria,8949888,277,6,6,Villa,Furnished,Alexandria,"Beautiful villa in Alexandria. 6 bedrooms, 6 bathrooms, 277 sqm. Furnished.",https://example.com/property/341,2026-05-04T18:39:28.476595,sample,32310.064981949457,16.007151687939494,Alexandria
Duplex in Cairo,2258313,129,2,1,Duplex,Furnished,Cairo,"Beautiful duplex in Cairo. 2 bedrooms, 1 bathrooms, 129 sqm. Furnished.",https://example.com/property/342,2026-05-04T18:39:28.476598,sample,17506.302325581397,14.630129075139676,Cairo
Duplex in Cairo,3619065,235,2,1,Duplex,Semi-furnished,Cairo,"Beautiful duplex in Cairo. 2 bedrooms, 1 bathrooms, 235 sqm. Semi-furnished.",https://example.com/property/343,2026-05-04T18:39:28.476601,sample,15400.27659574468,15.101726539461653,Cairo
Studio in 6th October,383630,43,0,1,Studio,Semi-furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 43 sqm. Semi-furnished.",https://example.com/property/344,2026-05-04T18:39:28.476604,sample,8921.627906976744,12.857436432073435,6th October
Villa in 6th October,4818824,263,6,4,Villa,Furnished,6th October,"Beautiful villa in 6th October. 6 bedrooms, 4 bathrooms, 263 sqm. Furnished.",https://example.com/property/345,2026-05-04T18:39:28.476608,sample,18322.524714828898,15.38804068037499,6th October
Duplex in 6th October,2614252,161,3,3,Duplex,Semi-furnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 3 bathrooms, 161 sqm. Semi-furnished.",https://example.com/property/346,2026-05-04T18:39:28.476612,sample,16237.590062111802,14.776488955016838,6th October
Townhouse in Alexandria,1909457,123,2,2,Townhouse,Semi-furnished,Alexandria,"Beautiful townhouse in Alexandria. 2 bedrooms, 2 bathrooms, 123 sqm. Semi-furnished.",https://example.com/property/347,2026-05-04T18:39:28.476616,sample,15524.040650406505,14.462329990119084,Alexandria
Studio in 6th October,410785,38,0,1,Studio,Unfurnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 38 sqm. Unfurnished.",https://example.com/property/348,2026-05-04T18:39:28.476618,sample,10810.131578947368,12.925827676611602,6th October
Apartment in Alexandria,2436502,102,4,2,Apartment,Semi-furnished,Alexandria,"Beautiful apartment in Alexandria. 4 bedrooms, 2 bathrooms, 102 sqm. Semi-furnished.",https://example.com/property/349,2026-05-04T18:39:28.476621,sample,23887.274509803923,14.706074372539309,Alexandria
Duplex in 6th October,2589223,206,2,1,Duplex,Semi-furnished,6th October,"Beautiful duplex in 6th October. 2 bedrooms, 1 bathrooms, 206 sqm. Semi-furnished.",https://example.com/property/350,2026-05-04T18:39:28.476624,sample,12569.043689320388,14.766868774882894,6th October
Townhouse in 6th October,3293210,279,2,2,Townhouse,Furnished,6th October,"Beautiful townhouse in 6th October. 2 bedrooms, 2 bathrooms, 279 sqm. Furnished.",https://example.com/property/351,2026-05-04T18:39:28.476628,sample,11803.620071684587,15.007373634617032,6th October
Townhouse in Alexandria,2654486,219,2,2,Townhouse,Semi-furnished,Alexandria,"Beautiful townhouse in Alexandria. 2 bedrooms, 2 bathrooms, 219 sqm. Semi-furnished.",https://example.com/property/352,2026-05-04T18:39:28.476631,sample,12120.940639269407,14.791761973649738,Alexandria
Duplex in Giza,3998230,182,4,5,Duplex,Unfurnished,Giza,"Beautiful duplex in Giza. 4 bedrooms, 5 bathrooms, 182 sqm. Unfurnished.",https://example.com/property/353,2026-05-04T18:39:28.476634,sample,21968.296703296703,15.201362571262791,Giza
Duplex in Alexandria,2499322,100,2,3,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 3 bathrooms, 100 sqm. Semi-furnished.",https://example.com/property/354,2026-05-04T18:39:28.476638,sample,24993.22,14.731530453165488,Alexandria
Villa in Cairo,3221425,163,3,4,Villa,Unfurnished,Cairo,"Beautiful villa in Cairo. 3 bedrooms, 4 bathrooms, 163 sqm. Unfurnished.",https://example.com/property/355,2026-05-04T18:39:28.476642,sample,19763.34355828221,14.985334676631165,Cairo
Studio in Cairo,486646,45,0,1,Studio,Semi-furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 45 sqm. Semi-furnished.",https://example.com/property/356,2026-05-04T18:39:28.476644,sample,10814.355555555556,13.095294293240961,Cairo
Apartment in Alexandria,1776429,90,3,1,Apartment,Furnished,Alexandria,"Beautiful apartment in Alexandria. 3 bedrooms, 1 bathrooms, 90 sqm. Furnished.",https://example.com/property/357,2026-05-04T18:39:28.476647,sample,19738.1,14.39011629034575,Alexandria
Duplex in 6th October,3095252,139,4,5,Duplex,Furnished,6th October,"Beautiful duplex in 6th October. 4 bedrooms, 5 bathrooms, 139 sqm. Furnished.",https://example.com/property/358,2026-05-04T18:39:28.476651,sample,22268.0,14.94538020550951,6th October
Apartment in New Cairo,1564366,148,1,2,Apartment,Semi-furnished,New Cairo,"Beautiful apartment in New Cairo. 1 bedrooms, 2 bathrooms, 148 sqm. Semi-furnished.",https://example.com/property/359,2026-05-04T18:39:28.476653,sample,10570.04054054054,14.262991827291735,Cairo
Townhouse in Cairo,3799533,267,3,1,Townhouse,Semi-furnished,Cairo,"Beautiful townhouse in Cairo. 3 bedrooms, 1 bathrooms, 267 sqm. Semi-furnished.",https://example.com/property/360,2026-05-04T18:39:28.476657,sample,14230.460674157302,15.1503889855978,Cairo
Duplex in Alexandria,2697993,204,2,2,Duplex,Unfurnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 2 bathrooms, 204 sqm. Unfurnished.",https://example.com/property/361,2026-05-04T18:39:28.476660,sample,13225.45588235294,14.808019091877833,Alexandria
Townhouse in 6th October,2907855,235,2,1,Townhouse,Unfurnished,6th October,"Beautiful townhouse in 6th October. 2 bedrooms, 1 bathrooms, 235 sqm. Unfurnished.",https://example.com/property/362,2026-05-04T18:39:28.476663,sample,12373.851063829787,14.88292659784,6th October
Duplex in Alexandria,3573221,149,4,4,Duplex,Unfurnished,Alexandria,"Beautiful duplex in Alexandria. 4 bedrooms, 4 bathrooms, 149 sqm. Unfurnished.",https://example.com/property/363,2026-05-04T18:39:28.476666,sample,23981.34899328859,15.088978267737021,Alexandria
Studio in 6th October,543956,58,0,1,Studio,Furnished,6th October,"Beautiful studio in 6th October. 0 bedrooms, 1 bathrooms, 58 sqm. Furnished.",https://example.com/property/364,2026-05-04T18:39:28.476670,sample,9378.551724137931,13.206625478596282,6th October
Villa in New Cairo,7067566,206,5,5,Villa,Unfurnished,New Cairo,"Beautiful villa in New Cairo. 5 bedrooms, 5 bathrooms, 206 sqm. Unfurnished.",https://example.com/property/365,2026-05-04T18:39:28.476674,sample,34308.57281553398,15.771026848519096,Cairo
Apartment in Cairo,1125382,80,1,1,Apartment,Furnished,Cairo,"Beautiful apartment in Cairo. 1 bedrooms, 1 bathrooms, 80 sqm. Furnished.",https://example.com/property/366,2026-05-04T18:39:28.476677,sample,14067.275,13.933633980127041,Cairo
Villa in Sheikh Zayed,6372647,157,6,6,Villa,Semi-furnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 6 bedrooms, 6 bathrooms, 157 sqm. Semi-furnished.",https://example.com/property/367,2026-05-04T18:39:28.476680,sample,40590.108280254775,15.667525639756754,Sheikh Zayed
Villa in Cairo,3686641,156,5,3,Villa,Semi-furnished,Cairo,"Beautiful villa in Cairo. 5 bedrooms, 3 bathrooms, 156 sqm. Semi-furnished.",https://example.com/property/368,2026-05-04T18:39:28.476683,sample,23632.3141025641,15.120226574590394,Cairo
Duplex in New Cairo,3062332,220,2,1,Duplex,Unfurnished,New Cairo,"Beautiful duplex in New Cairo. 2 bedrooms, 1 bathrooms, 220 sqm. Unfurnished.",https://example.com/property/369,2026-05-04T18:39:28.476686,sample,13919.690909090908,14.934687601736027,Cairo
Duplex in Giza,3281262,151,4,5,Duplex,Semi-furnished,Giza,"Beautiful duplex in Giza. 4 bedrooms, 5 bathrooms, 151 sqm. Semi-furnished.",https://example.com/property/370,2026-05-04T18:39:28.476690,sample,21730.2119205298,15.003738967218984,Giza
Studio in New Cairo,405335,34,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 34 sqm. Furnished.",https://example.com/property/371,2026-05-04T18:39:28.476693,sample,11921.617647058823,12.912471631765866,Cairo
Studio in Giza,583096,60,0,1,Studio,Unfurnished,Giza,"Beautiful studio in Giza. 0 bedrooms, 1 bathrooms, 60 sqm. Unfurnished.",https://example.com/property/372,2026-05-04T18:39:28.476696,sample,9718.266666666666,13.276108832281903,Giza
Apartment in Giza,2700627,185,3,4,Apartment,Unfurnished,Giza,"Beautiful apartment in Giza. 3 bedrooms, 4 bathrooms, 185 sqm. Unfurnished.",https://example.com/property/373,2026-05-04T18:39:28.476699,sample,14597.983783783784,14.808994896521687,Giza
Townhouse in New Cairo,3564293,231,3,1,Townhouse,Semi-furnished,New Cairo,"Beautiful townhouse in New Cairo. 3 bedrooms, 1 bathrooms, 231 sqm. Semi-furnished.",https://example.com/property/374,2026-05-04T18:39:28.476702,sample,15429.839826839827,15.086476555753086,Cairo
Duplex in 6th October,1624576,104,3,2,Duplex,Unfurnished,6th October,"Beautiful duplex in 6th October. 3 bedrooms, 2 bathrooms, 104 sqm. Unfurnished.",https://example.com/property/375,2026-05-04T18:39:28.476706,sample,15620.923076923076,14.300758032167739,6th October
Villa in Alexandria,5492767,252,6,7,Villa,Unfurnished,Alexandria,"Beautiful villa in Alexandria. 6 bedrooms, 7 bathrooms, 252 sqm. Unfurnished.",https://example.com/property/376,2026-05-04T18:39:28.476710,sample,21796.694444444445,15.518942875860263,Alexandria
Villa in 6th October,5598730,349,3,3,Villa,Semi-furnished,6th October,"Beautiful villa in 6th October. 3 bedrooms, 3 bathrooms, 349 sqm. Semi-furnished.",https://example.com/property/377,2026-05-04T18:39:28.476713,sample,16042.206303724928,15.538050522883243,6th October
Studio in Sheikh Zayed,491270,41,0,1,Studio,Furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 41 sqm. Furnished.",https://example.com/property/378,2026-05-04T18:39:28.476716,sample,11982.19512195122,13.104751189343537,Sheikh Zayed
Villa in Cairo,5958005,302,6,7,Villa,Furnished,Cairo,"Beautiful villa in Cairo. 6 bedrooms, 7 bathrooms, 302 sqm. Furnished.",https://example.com/property/379,2026-05-04T18:39:28.476719,sample,19728.493377483443,15.600246419304202,Cairo
Townhouse in Sheikh Zayed,4916781,289,5,6,Townhouse,Furnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 5 bedrooms, 6 bathrooms, 289 sqm. Furnished.",https://example.com/property/380,2026-05-04T18:39:28.476722,sample,17013.083044982697,15.408164809433986,Sheikh Zayed
Apartment in New Cairo,2079559,60,4,5,Apartment,Semi-furnished,New Cairo,"Beautiful apartment in New Cairo. 4 bedrooms, 5 bathrooms, 60 sqm. Semi-furnished.",https://example.com/property/381,2026-05-04T18:39:28.476725,sample,34659.316666666666,14.547666890838546,Cairo
Villa in Sheikh Zayed,6568144,279,3,2,Villa,Furnished,Sheikh Zayed,"Beautiful villa in Sheikh Zayed. 3 bedrooms, 2 bathrooms, 279 sqm. Furnished.",https://example.com/property/382,2026-05-04T18:39:28.476728,sample,23541.73476702509,15.697742006606402,Sheikh Zayed
Studio in New Cairo,744632,49,0,1,Studio,Furnished,New Cairo,"Beautiful studio in New Cairo. 0 bedrooms, 1 bathrooms, 49 sqm. Furnished.",https://example.com/property/383,2026-05-04T18:39:28.476731,sample,15196.57142857143,13.520646758536193,Cairo
Villa in 6th October,6439088,273,5,3,Villa,Furnished,6th October,"Beautiful villa in 6th October. 5 bedrooms, 3 bathrooms, 273 sqm. Furnished.",https://example.com/property/384,2026-05-04T18:39:28.476734,sample,23586.40293040293,15.67789762844685,6th October
Duplex in Giza,3590151,193,3,4,Duplex,Furnished,Giza,"Beautiful duplex in Giza. 3 bedrooms, 4 bathrooms, 193 sqm. Furnished.",https://example.com/property/385,2026-05-04T18:39:28.476738,sample,18601.818652849743,15.093705099401026,Giza
Duplex in Cairo,3021658,161,3,2,Duplex,Furnished,Cairo,"Beautiful duplex in Cairo. 3 bedrooms, 2 bathrooms, 161 sqm. Furnished.",https://example.com/property/386,2026-05-04T18:39:28.476741,sample,18768.062111801242,14.921316576268651,Cairo
Townhouse in Cairo,2778345,241,2,1,Townhouse,Furnished,Cairo,"Beautiful townhouse in Cairo. 2 bedrooms, 1 bathrooms, 241 sqm. Furnished.",https://example.com/property/387,2026-05-04T18:39:28.476744,sample,11528.402489626556,14.837366344576711,Cairo
Townhouse in Sheikh Zayed,2505618,128,5,3,Townhouse,Unfurnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 5 bedrooms, 3 bathrooms, 128 sqm. Unfurnished.",https://example.com/property/388,2026-05-04T18:39:28.476747,sample,19575.140625,14.734046367763918,Sheikh Zayed
Townhouse in Giza,3603235,242,5,6,Townhouse,Furnished,Giza,"Beautiful townhouse in Giza. 5 bedrooms, 6 bathrooms, 242 sqm. Furnished.",https://example.com/property/389,2026-05-04T18:39:28.476750,sample,14889.400826446281,15.097342888556549,Giza
Townhouse in Giza,2916684,268,4,2,Townhouse,Semi-furnished,Giza,"Beautiful townhouse in Giza. 4 bedrooms, 2 bathrooms, 268 sqm. Semi-furnished.",https://example.com/property/390,2026-05-04T18:39:28.476754,sample,10883.149253731342,14.885958255360219,Giza
Studio in Alexandria,430013,46,0,1,Studio,Furnished,Alexandria,"Beautiful studio in Alexandria. 0 bedrooms, 1 bathrooms, 46 sqm. Furnished.",https://example.com/property/391,2026-05-04T18:39:28.476756,sample,9348.108695652174,12.971573045279275,Alexandria
Studio in Cairo,578418,60,0,1,Studio,Furnished,Cairo,"Beautiful studio in Cairo. 0 bedrooms, 1 bathrooms, 60 sqm. Furnished.",https://example.com/property/392,2026-05-04T18:39:28.476759,sample,9640.3,13.268053798526449,Cairo
Duplex in Giza,3908707,222,2,3,Duplex,Unfurnished,Giza,"Beautiful duplex in Giza. 2 bedrooms, 3 bathrooms, 222 sqm. Unfurnished.",https://example.com/property/393,2026-05-04T18:39:28.476762,sample,17606.788288288288,15.178717442573337,Giza
Apartment in New Cairo,2110806,66,3,4,Apartment,Unfurnished,New Cairo,"Beautiful apartment in New Cairo. 3 bedrooms, 4 bathrooms, 66 sqm. Unfurnished.",https://example.com/property/394,2026-05-04T18:39:28.476765,sample,31981.909090909092,14.56258089678634,Cairo
Duplex in Cairo,2344767,151,3,1,Duplex,Furnished,Cairo,"Beautiful duplex in Cairo. 3 bedrooms, 1 bathrooms, 151 sqm. Furnished.",https://example.com/property/395,2026-05-04T18:39:28.476769,sample,15528.258278145695,14.667697021066317,Cairo
Townhouse in Sheikh Zayed,4678907,255,2,1,Townhouse,Furnished,Sheikh Zayed,"Beautiful townhouse in Sheikh Zayed. 2 bedrooms, 1 bathrooms, 255 sqm. Furnished.",https://example.com/property/396,2026-05-04T18:39:28.476773,sample,18348.654901960785,15.35857530733404,Sheikh Zayed
Duplex in Alexandria,3428762,233,2,1,Duplex,Furnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 1 bathrooms, 233 sqm. Furnished.",https://example.com/property/397,2026-05-04T18:39:28.476777,sample,14715.716738197425,15.047710112695956,Alexandria
Apartment in 6th October,2286704,109,4,5,Apartment,Furnished,6th October,"Beautiful apartment in 6th October. 4 bedrooms, 5 bathrooms, 109 sqm. Furnished.",https://example.com/property/398,2026-05-04T18:39:28.476780,sample,20978.935779816515,14.642622474741843,6th October
Apartment in 6th October,2098852,165,3,3,Apartment,Unfurnished,6th October,"Beautiful apartment in 6th October. 3 bedrooms, 3 bathrooms, 165 sqm. Unfurnished.",https://example.com/property/399,2026-05-04T18:39:28.476783,sample,12720.315151515151,14.556901563001107,6th October
Duplex in Alexandria,2347006,150,2,1,Duplex,Semi-furnished,Alexandria,"Beautiful duplex in Alexandria. 2 bedrooms, 1 bathrooms, 150 sqm. Semi-furnished.",https://example.com/property/400,2026-05-04T18:39:28.476786,sample,15646.706666666667,14.668651457359603,Alexandria
Studio in Sheikh Zayed,684489,49,0,1,Studio,Furnished,Sheikh Zayed,"Beautiful studio in Sheikh Zayed. 0 bedrooms, 1 bathrooms, 49 sqm. Furnished.",https://example.com/property/401,2026-05-04T18:39:28.476789,sample,13969.163265306122,13.436429314400128,Sheikh Zayed
Apartment in Sheikh Zayed,2324821,156,2,2,Apartment,Semi-furnished,Sheikh Zayed,"Beautiful apartment in Sheikh Zayed. 2 bedrooms, 2 bathrooms, 156 sqm. Semi-furnished.",https://example.com/property/402,2026-05-04T18:39:28.476792,sample,14902.698717948719,14.659154034933009,Sheikh Zayed
Duplex in Giza,3172433,126,2,3,Duplex,Furnished,Giza,"Beautiful duplex in Giza. 2 bedrooms, 3 bathrooms, 126 sqm. Furnished.",https://example.com/property/403,2026-05-04T18:39:28.476795,sample,25178.039682539682,14.970009674571772,Giza
Duplex in Alexandria,4371177,247,3,4,Duplex,Unfurnished,Alexandria,"Beautiful duplex in Alexandria. 3 bedrooms, 4 bathrooms, 247 sqm. Unfurnished.",https://example.com/property/404,2026-05-04T18:39:28.476798,sample,17697.072874493926,15.290543095962988,Alexandria
Duplex in Sheikh Zayed,3445958,166,4,5,Duplex,Unfurnished,Sheikh Zayed,"Beautiful duplex in Sheikh Zayed. 4 bedrooms, 5 bathrooms, 166 sqm. Unfurnished.",https://example.com/property/405,2026-05-04T18:39:28.476802,sample,20758.78313253012,15.052712798146649,Sheikh Zayed
Villa in 6th October,4349947,375,4,4,Villa,Unfurnished,6th October,"Beautiful villa in 6th October. 4 bedrooms, 4 bathrooms, 375 sqm. Unfurnished.",https://example.com/property/406,2026-05-04T18:39:28.476806,sample,11599.858666666667,15.285674448970429,6th October
Apartment in 6th October,1806808,153,2,2,Apartment,Furnished,6th October,"Beautiful apartment in 6th October. 2 bedrooms, 2 bathrooms, 153 sqm. Furnished.",https://example.com/property/407,2026-05-04T18:39:28.476809,sample,11809.202614379084,14.407072863932381,6th October
Duplex in Alexandria,4218436,148,4,4,Duplex,Furnished,Alexandria,"Beautiful duplex in Alexandria. 4 bedrooms, 4 bathrooms, 148 sqm. Furnished.",https://example.com/property/408,2026-05-04T18:39:28.476812,sample,28502.945945945947,15.254975238257979,Alexandria
Villa in Giza,5557793,376,5,4,Villa,Semi-furnished,Giza,"Beautiful villa in Giza. 5 bedrooms, 4 bathrooms, 376 sqm. Semi-furnished.",https://example.com/property/409,2026-05-04T18:39:28.476815,sample,14781.364361702128,15.530711824905735,Giza
Apartment in New Cairo,2233909,125,4,2,Apartment,Unfurnished,New Cairo,"Beautiful apartment in New Cairo. 4 bedrooms, 2 bathrooms, 125 sqm. Unfurnished.",https://example.com/property/410,2026-05-04T18:39:28.476819,sample,17871.272,14.619263971318114,Cairo
Townhouse in 6th October,2386337,234,2,2,Townhouse,Unfurnished,6th October,"Beautiful townhouse in 6th October. 2 bedrooms, 2 bathrooms, 234 sqm. Unfurnished.",https://example.com/property/411,2026-05-04T18:39:28.476822,sample,10198.021367521367,14.685270531288689,6th October
